91.666667,6.944444,1.157407,0.192901,0.038580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83.333333,14.120370,2.083333,0.392233,0.057870,0.010895,0.001608,0.000303,0.000045,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.500000,57.407407,4.631773,0.171468,0.265775,0.021443,0.000794,0.001230,0.000099,0.000004,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.722222,51.929012,36.805556,1.466049,0.007502,0.040069,0.028399,0.001131,0.000006,0.000031,0.000022,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.620370,22.067901,53.768004,22.067901,0.462963,0.000208,0.002838,0.006915,0.002838,0.000060,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180041,5.354081,33.018261,48.465364,12.832219,0.147891,0.000004,0.000115,0.000708,0.001039,0.000275,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012860,0.795182,10.789966,40.587134,40.422096,7.344536,0.047868,0.000000,0.000003,0.000039,0.000145,0.000144,0.000026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000536,0.071921,2.052969,17.120223,44.449624,32.122759,4.166250,0.015658,0.000000,0.000000,0.000001,0.000010,0.000026,0.000019,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000010,0.003662,0.228683,4.050926,23.512011,45.125384,24.724054,2.350101,0.005160,0.000000,0.000000,0.000000,0.000000,0.000002,0.000004,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000084,0.013966,0.543795,6.767856,29.301917,43.434108,18.616395,1.320168,0.001708,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000394,0.039249,1.076038,10.086466,34.058517,40.196637,13.803205,0.738926,0.000567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.001342,0.090655,1.872744,13.828133,37.569653,36.102356,10.122796,0.412131,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
