#Data tag : 24v2 , Norm tag: onlineresult
#+-------------+-------------------+------+------+---------------------+---------------------+
# run:fill     time               nls   ncms  delivered(/ub)       recorded(/ub)       
#+-------------+-------------------+------+------+---------------------+---------------------+
 297050:5839  06/16/17 20:55:45  710   710   96162706.158643857   93681596.524072692  
 297056:5840  06/17/17 05:00:46  192   192   31385231.827333763   28208088.107189339  
 297057:5840  06/17/17 06:18:36  873   873   114815009.486006975  112271383.024843052 
 297099:5842  06/17/17 19:23:59  39    39    7509992.193174853    6956723.339848742   
 297100:5842  06/17/17 19:41:21  371   369   74423288.822483644   69680619.087442949  
 297101:5842  06/17/17 22:12:26  1085  1085  163840597.296753764  159857931.824843496 
 297113:5845  06/18/17 12:43:13  246   239   55864423.617669508   50309777.172359139  
 297114:5845  06/18/17 14:21:05  155   155   32948989.655650426   31905851.102331325  
 297175:5848  06/19/17 19:04:40  85    76    18737396.997562692   15605620.484841660  
 297176:5848  06/19/17 19:42:18  200   196   41898825.361411959   39369546.883132316  
 297177:5848  06/19/17 21:04:31  162   158   31965701.686072670   30027254.491032410  
 297178:5848  06/19/17 22:09:07  1347  1340  200361131.247083664  195709017.666448683 
 297179:5848  06/20/17 07:09:38  92    88    10392415.973741796   9590452.209122261   
 297215:5849  06/20/17 13:53:03  47    47    12739781.013507761   12016961.327597810  
 297218:5849  06/20/17 14:14:26  27    24    7126210.732147372    3628771.177974558   
 297219:5849  06/20/17 14:26:08  2608  2607  436499826.531882405  423628631.146900177 
 297224:5849  06/21/17 07:56:04  125   125   12146245.889694836   11932746.576336067  
 297225:5849  06/21/17 08:49:06  32    25    3026697.064036759    2256187.602397629   
 297227:5849  06/21/17 09:04:44  184   184   16335502.994137319   16185182.635830563  
 297292:5856  06/22/17 02:42:29  738   735   179309594.293921411  168740985.623079211 
 297293:5856  06/22/17 07:41:33  145   139   29678151.457326520   27038816.800250057  
 297296:5856  06/22/17 08:47:07  484   479   88488137.137967646   84188129.379998729  
 297308:5856  06/22/17 12:06:46  44    44    6659755.031340736    6382755.137118094   
 297359:5862  06/23/17 03:26:00  49    49    13894404.652089387   13263035.961367691  
 297411:5864  06/23/17 13:35:24  911   911   209422157.121786684  200456557.075100988 
 297424:5865  06/24/17 00:42:30  118   117   33711731.290860839   30630959.182309836  
 297425:5865  06/24/17 01:29:39  153   149   42917090.052364431   40380558.324944958  
 297426:5865  06/24/17 02:30:35  101   100   26732427.540622652   24574479.902932178  
 297429:5865  06/24/17 03:24:59  72    72    18104551.072468173   17174467.130820885  
 297430:5865  06/24/17 04:03:47  199   199   47807040.929579899   45743300.001127943  
