#Data tag : 24v2 , Norm tag: onlineresult
#+-------------+-------------------+------+------+---------------------+---------------------+
# run:fill     time               nls   ncms  delivered(/ub)       recorded(/ub)       
#+-------------+-------------------+------+------+---------------------+---------------------+
 319347:6904  07/08/18 19:53:19  651   651   222497741.840393841  204766917.408798456 
 319348:6904  07/09/18 00:07:18  37    37    10608954.903128892   4835225.935174400   
 319349:6904  07/09/18 00:23:35  148   148   40591823.617157735   39507167.846035630  
 319449:6909  07/09/18 20:59:33  698   698   252192610.233630717  242064020.076652110 
 319450:6909  07/10/18 01:32:45  681   681   205757065.230146527  200470472.624151707 
 319456:6909  07/10/18 07:08:41  209   209   52149064.380720221   50200471.208723783  
 319459:6909  07/10/18 08:32:35  78    78    17018872.187243786   16604105.834291268  
 319486:6911  07/11/18 09:10:22  66    66    20491516.066479966   19793442.660711773  
 319503:6911  07/11/18 17:30:46  317   317   92146337.172137812   88425198.400493845  
 319524:6912  07/11/18 22:27:30  1424  1424  457680594.667787671  443998620.040310800 
 319526:6912  07/12/18 08:14:19  282   282   69448184.935149372   67401676.290317968  
 319528:6912  07/12/18 10:11:01  259   259   58992259.806839168   57641081.322661519  
 319579:6919  07/13/18 04:43:17  3128  3128  792754571.684777260  769975202.287882805 
 319625:6921  07/14/18 14:05:52  190   190   69908362.525656775   67638151.183054984  
 319639:6923  07/14/18 18:52:14  1479  1479  405126200.915324152  391545481.600896657 
 319656:6924  07/15/18 07:24:28  260   260   88889054.317713499   84257658.659812391  
 319657:6924  07/15/18 09:09:07  167   167   51427028.163101092   49562895.958740562  
 319658:6924  07/15/18 10:16:05  225   225   61997896.994631432   59873545.804312475  
 319659:6924  07/15/18 11:50:27  87    87    21613692.952422958   20840353.050534740  
 319678:6925  07/15/18 15:20:14  259   259   94975237.215108484   91522160.099187285  
 319687:6927  07/15/18 22:28:05  45    45    15832631.564929720   15411231.063762059  
 319697:6929  07/16/18 02:17:41  437   437   61184365.339823827   58972434.026548721  
 319698:6929  07/16/18 05:13:10  312   312   36044333.623574518   35196072.444217600  
 319756:6931  07/16/18 15:39:05  1923  1923  485206472.419626951  469065951.966031790 
 319840:6939  07/17/18 22:27:54  348   348   50153643.718526162   48669486.191169217  
 319841:6939  07/18/18 00:44:34  167   167   20327953.648090016   19819148.568468649  
 319847:6940  07/18/18 04:02:31  3     3     1277116.183275381    841615.338254503    
 319848:6940  07/18/18 04:04:46  53    53    19111285.389600374   18265083.076526709  
 319849:6940  07/18/18 04:28:03  492   492   172707879.995104879  166302643.401854634 
 319851:6940  07/18/18 07:46:30  4     4     1196602.838728311    1079057.186349913   
 319853:6940  07/18/18 08:01:32  256   256   70130835.307095826   68129151.274008110  
 319854:6940  07/18/18 09:44:35  225   225   52809760.628316022   51348575.055511057  
 319908:6942  07/19/18 02:40:13  51    51    18766636.493306752   17509943.852825128  
 319909:6942  07/19/18 03:03:14  7     7     2631177.448559897    1060007.631691256   
 319910:6942  07/19/18 03:09:21  983   983   302092243.066652119  291924793.833992839 
 319912:6942  07/19/18 09:34:18  59    59    13546626.402592374   12831087.225447290  
 319913:6942  07/19/18 09:59:25  56    56    12444079.153984049   11998372.526804756  
 319914:6942  07/19/18 10:22:49  32    32    6932253.464938549    6575990.898417865   
 319915:6942  07/19/18 10:37:24  416   416   85023915.308748141   83004105.240453213  
 319941:6944  07/19/18 19:59:36  256   256   94882184.268217221   90461630.858510569  
 319942:6944  07/19/18 21:41:31  50    50    17178971.274516381   16725163.601480516  
 319950:6946  07/20/18 02:45:31  168   168   65026652.500695251   63223120.723966740  
 319991:6953  07/20/18 15:48:52  837   837   280082692.793165326  270085593.083319128 
 319992:6953  07/20/18 21:15:40  264   264   65287553.005835108   62666745.775533937  
 319993:6953  07/20/18 23:01:06  955   955   179342140.437661052  174501868.588313103 
 320002:6956  07/21/18 08:17:33  141   141   50292763.827934556   48072124.913240589  
 320006:6956  07/21/18 09:46:33  340   340   112776344.480085567  109199093.012031913 
 320010:6956  07/21/18 14:27:42  330   330   73239466.906277582   71341974.966765210  
 320011:6956  07/21/18 16:38:02  302   302   60281366.859050743   58383576.055070616  
 320012:6956  07/21/18 18:38:20  99    99    17871570.001627333   17270700.586420108  
 320023:6957  07/21/18 21:33:04  276   276   99475301.776031494   94555245.472900152  
 320024:6957  07/21/18 23:21:36  410   410   124655612.630317658  120816459.079197869 
 320025:6957  07/22/18 02:03:22  113   113   29819952.185110409   28750568.820548952  
 320026:6957  07/22/18 02:49:56  204   204   49242064.808056280   47830318.204053849  
 320038:6960  07/22/18 07:09:05  621   621   217683001.471469104  209334057.848316103 
 320039:6960  07/22/18 11:13:46  30    30    8739534.552032692    7821491.721043718   
 320040:6960  07/22/18 11:29:07  737   737   175220043.347408295  169552592.051134318 
 320059:6961  07/22/18 18:43:23  105   105   41810535.051445231   39193371.162106752  
 320060:6961  07/22/18 19:27:06  42    42    15830536.030791029   15045478.725708954  
 320061:6961  07/22/18 19:46:28  49    49    18289350.140665878   17478076.482140511  
 320062:6961  07/22/18 20:06:51  21    21    7661469.857067286    6646537.374379717   
 320063:6961  07/22/18 20:17:41  64    64    22681520.450691663   21200480.884560402  
 320064:6961  07/22/18 20:48:07  200   200   65424322.801282965   62043837.572625145  
 320065:6961  07/22/18 22:09:31  920   920   224547816.190570682  216994982.435957789 
 320673:7005  08/01/18 02:33:02  867   867   63812093.515717469   62554258.795784831  
 320674:7005  08/01/18 08:11:46  599   599   33154576.226693388   32614851.285194691  
 320688:7006  08/01/18 15:24:07  483   483   128787709.932894036  124551562.576312125 
 320712:7008  08/02/18 02:45:02  204   204   68829486.042134970   66568794.893963344  
 320757:7013  08/02/18 14:37:56  332   332   115644694.601580605  111614818.662021011 
 320804:7017  08/03/18 07:27:51  1229  1229  316203790.436934114  304795702.976452827 
 320807:7017  08/03/18 15:28:47  7     7     1260758.445490450    321847.264783370    
 320809:7017  08/03/18 15:43:13  716   716   104132650.660197169  101477411.637376949 
 320821:7018  08/03/18 23:57:33  181   181   60138289.364931792   57699681.029018924  
 320822:7018  08/04/18 01:09:17  523   523   147971015.974454731  142985421.572187811 
 320823:7018  08/04/18 04:34:31  360   360   79033404.736872241   76341414.738651603  
 320824:7018  08/04/18 06:55:49  1051  1051  160676480.349293232  156528562.424247652 
 320838:7020  08/04/18 17:31:13  265   265   92608755.429694280   88238184.913184300  
 320840:7020  08/04/18 19:20:16  471   471   140154842.407180160  134610618.325105876 
 320841:7020  08/04/18 22:26:04  205   205   49926241.896166258   48161950.179498151  
 320853:7024  08/05/18 06:48:21  329   329   116976509.388047695  112844414.442191198 
 320854:7024  08/05/18 08:59:07  125   125   39550083.153454423   37853758.299978361  
 320855:7024  08/05/18 09:50:43  565   565   145061633.352503359  139939092.463745177 
 320856:7024  08/05/18 13:36:29  159   159   33008915.293107107   31944003.656271793  
 320857:7024  08/05/18 14:39:58  272   272   52233767.371587187   50428412.587037906  
 320858:7024  08/05/18 16:27:34  230   230   37256530.786060102   35804848.198036529  
 320859:7024  08/05/18 18:00:17  40    40    4907717.854161832    4698480.236078832   
 320887:7026  08/05/18 22:38:35  273   273   103210420.264307857  99880757.252095193  
 320888:7026  08/06/18 00:26:11  26    26    9341207.112159383    9088732.691386053   
 320916:7031  08/06/18 09:12:39  24    24    7010464.490088074    6309332.756729225   
 320917:7031  08/06/18 09:25:18  1926  1926  470559555.510588288  456327179.697908461 
 320920:7031  08/06/18 21:56:15  178   178   23538803.122063477   22913346.983635627  
 320933:7033  08/07/18 03:29:36  175   172   52866148.759476624   49574393.542406835  
 320934:7033  08/07/18 04:38:32  831   826   208551314.119406819  200870547.443254769 
 320936:7033  08/07/18 10:01:23  407   400   79140195.287651345   74725832.070761830  
 320941:7033  08/07/18 12:39:42  93    93    15435752.779513791   14931534.852106612  
 320980:7035  08/07/18 15:52:40  99    99    37909712.246899337   36811520.750229195  
 320995:7036  08/07/18 19:28:56  189   183   28235487.630926277   25050576.902328335  
 320996:7036  08/07/18 20:42:31  380   380   48952323.823838271   46755097.075287566  
 321004:7037  08/08/18 01:47:43  150   147   48977824.208615027   44806461.339323856  
 321005:7037  08/08/18 02:48:15  61    61    20429638.434270147   18326626.461070217  
 321006:7037  08/08/18 03:15:06  162   162   51660760.227986462   49393088.860505804  
 321007:7037  08/08/18 04:19:57  831   829   200415620.670999885  193443219.102575511 
 321009:7037  08/08/18 09:43:26  85    79    15881454.241024442   14041920.490567828  
 321010:7037  08/08/18 10:16:22  342   342   56960320.100540228   54547858.304618552  
 321011:7037  08/08/18 12:32:48  213   211   30335485.968893580   27602104.548836455  
 321012:7037  08/08/18 13:58:31  47    47    5137673.894528789    4739970.313141811   
 321051:7039  08/09/18 03:17:55  1122  1113  334957785.459792376  317240486.713793039 
 321055:7039  08/09/18 10:35:37  730   730   131326263.014890999  128356896.003927693 
 321067:7040  08/09/18 18:21:45  595   593   183290060.922982663  175777421.316704631 
 321068:7040  08/09/18 22:16:40  715   707   156027318.779048890  150153212.708335817 
 321069:7040  08/10/18 02:54:15  313   313   52451333.140791677   50677553.731912628  
 321119:7042  08/10/18 15:12:52  170   169   63942166.252551645   59637063.275780171  
 321121:7042  08/10/18 16:22:07  47    46    17671149.853560142   16105826.867274197  
 321122:7042  08/10/18 16:42:12  395   391   130432004.752211869  122549873.831882730 
 321124:7042  08/10/18 19:20:27  819   818   196841559.973059267  189121142.557867289 
 321126:7042  08/11/18 01:03:46  493   493   83363905.390195459   80762547.966690332  
 321134:7043  08/11/18 08:39:56  38    38    8620202.056176182    8342897.331557968   
 321138:7043  08/11/18 09:32:56  741   735   154414266.865415066  145742180.735029578 
 321140:7043  08/11/18 14:25:01  798   798   123219548.014137477  120397847.328116536 
 321149:7045  08/11/18 22:25:56  1697  1697  455285703.574383795  442083311.101251364 
 321165:7047  08/12/18 15:19:23  8     2     3261563.596937580    378669.642619215    
 321166:7047  08/12/18 15:42:33  10    10    4063785.246374742    3431177.660242714   
 321167:7047  08/12/18 15:51:01  918   918   287865026.335590959  279072978.223234773 
 321177:7048  08/13/18 03:40:21  411   411   158705440.817174137  154227248.653010607 
 321178:7048  08/13/18 06:57:22  74    74    24020624.995640885   23448872.298304424  
 321218:7052  08/13/18 12:13:50  914   914   301581691.388447464  287475503.616168141 
 321219:7052  08/13/18 18:10:45  934   930   190802082.976838022  185067092.584154516 
 321221:7052  08/14/18 00:13:22  40    40    6179472.371767944    6044236.609737149   
 321230:7053  08/14/18 03:33:42  84    81    33916611.245521761   22964314.476818793  
 321231:7053  08/14/18 04:09:25  59    59    25072371.436423428   14734895.334767796  
 321232:7053  08/14/18 04:36:11  30    24    12312391.527964551   6136258.977761942   
 321233:7053  08/14/18 04:47:56  727   727   243071660.150422186  235861700.248541057 
 321262:7054  08/14/18 12:50:08  4     4     1770377.582972489    1706996.180797614   
 321283:7055  08/14/18 15:05:57  310   310   126886409.739380017  121601435.011012346 
 321294:7055  08/14/18 17:35:53  62    62    22427819.206927363   20944746.317532130  
 321295:7055  08/14/18 18:01:35  739   734   213520566.203969479  205055754.173957944 
 321296:7055  08/14/18 22:55:45  56    56    12638088.742236469   12109954.668826966  
 321305:7056  08/15/18 02:02:22  2628  2628  633563416.845461369  612921671.797468305 
 321311:7056  08/15/18 20:48:30  10    10    964247.042238427     481347.670790948    
 321312:7056  08/15/18 20:55:17  768   761   63510451.897190407   61707617.363346495  
 321313:7056  08/16/18 01:55:17  408   408   27610760.513103362   27228401.007267255  
 321393:7058  08/17/18 05:32:38  142   138   54158851.326857939   50416478.619713381  
 321396:7058  08/17/18 06:29:54  1475  1469  385981080.552322209  371469455.481724977 
 321397:7058  08/17/18 16:06:24  365   365   54836376.287880912   53392330.757943921  
 321414:7061  08/17/18 21:14:10  1253  1243  403975580.499769986  386986529.825460970 
 321415:7061  08/18/18 05:21:20  804   804   149207194.525151044  145094145.478823036 
 321431:7063  08/18/18 13:51:46  160   153   62605754.932447210   56702083.660791703  
 321432:7063  08/18/18 14:54:30  47    47    18451715.812564421   16837422.821397964  
 321433:7063  08/18/18 15:15:09  125   125   46304438.135220893   43373857.396482460  
 321434:7063  08/18/18 16:07:00  642   642   190810420.011697710  183920400.850747615 
 321436:7063  08/18/18 20:20:53  710   710   144875335.277664989  141166210.056345582 
 321457:7065  08/19/18 07:38:11  1845  1844  510477329.915771663  491018219.093885839 
 321461:7065  08/19/18 19:38:11  149   149   22039925.670859490   21472456.128701985  
 321475:7069  08/20/18 01:30:44  2028  2028  496986005.877204835  479924045.046946049 
 321710:7078  08/23/18 13:20:10  57    52    20172127.029682562   17456360.725424591  
 321712:7078  08/23/18 13:42:16  247   247   89176172.241599292   85619575.205409884  
 321730:7080  08/23/18 21:10:56  289   286   114959995.510532871  103993860.903233230 
 321732:7080  08/23/18 23:11:05  1412  1407  365044749.378474832  350440743.941996992 
 321735:7080  08/24/18 08:33:28  146   146   24833442.443144366   24135786.859780014  
 321755:7083  08/24/18 13:48:51  693   686   226704260.632673383  216619059.306624204 
 321758:7083  08/24/18 18:21:07  157   152   40514999.809476636   38142502.752121381  
 321760:7083  08/24/18 19:44:52  805   805   153555949.252797782  149011329.300980598 
 321773:7087  08/25/18 12:11:59  55    55    22408981.430696439   21327354.599265829  
 321774:7087  08/25/18 12:43:49  117   117   46509475.528552525   44312737.817418404  
 321775:7087  08/25/18 13:36:11  13    13    5029772.694688320    4874280.730487170   
 321776:7087  08/25/18 13:57:38  33    30    12247041.274079770   10430378.664953388  
 321777:7087  08/25/18 14:14:59  187   187   64918723.868729964   59502458.090370134  
 321778:7087  08/25/18 16:07:28  143   136   42527563.461021118   36611336.234509952  
 321780:7087  08/25/18 17:04:58  481   481   118933354.512891009  115624788.506331876 
 321781:7087  08/25/18 20:38:11  380   380   71907956.024767980   69298281.051883310  
 321813:7090  08/26/18 09:20:16  321   321   126780668.870650902  121876333.720563561 
 321815:7090  08/26/18 12:01:18  23    23    7890225.292076474    5184170.380988213   
 321817:7090  08/26/18 12:20:00  536   536   155989517.651420534  150826735.786235899 
 321818:7090  08/26/18 15:50:07  690   690   145495677.734454095  140524590.652460754 
 321820:7090  08/26/18 20:26:16  214   214   33537747.463741314   32710765.256310217  
 321831:7091  08/27/18 00:10:23  757   752   264161374.973031253  251446017.045200944 
 321832:7091  08/27/18 05:06:22  497   494   122944445.416857243  117854022.777779996 
 321833:7091  08/27/18 08:27:01  407   398   79882062.318358079   75563622.261173412  
 321834:7091  08/27/18 11:05:29  333   333   52607938.530368000   50820983.810656123  
 321879:7092  08/27/18 17:57:43  274   265   100277412.403221235  91325989.972357631  
